"Anno accademico","Ateneo","Classe","Immatricolati","Area","Città","Provincia","Regione","Area geografica","Tipo","Fondazione"
"2009/2010","Università degli Studi di MILANO","L-29 - Scienze e tecnologie farmaceutiche",176,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-30 - Scienze e tecnologie fisiche",146,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-31 - Scienze e tecnologie informatiche",426,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-32 - Scienze e tecnologie per l'ambiente e la natura",129,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-33 - Scienze economiche",141,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-34 - Scienze geologiche",63,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-35 - Scienze matematiche",181,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-36 - Scienze politiche e delle relazioni internazionali",698,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-37 - Scienze sociali per la cooperazione, lo sviluppo e la pace",133,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-38 - Scienze zootecniche e tecnologie delle produzioni animali",188,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-42 - Storia",274,"Umanistica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-43 - Diagnostica per la conservazione dei beni culturali",19,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-5 - Filosofia",372,"Umanistica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","L-6 - Geografia",111,"Umanistica","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","LM-13 - Farmacia e farmacia industriale",978,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","LM-41 - Medicina e chirurgia",259,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","LM-42 - Medicina veterinaria",102,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","LM-46 - Odontoiatria e protesi dentaria",21,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","LMG/01 - Magistrali in giurisprudenza",1199,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",473,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","SNT/2 - Professioni sanitarie della riabilitazione",213,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","SNT/3 - Professioni sanitarie tecniche",189,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO","SNT/4 - Professioni sanitarie della prevenzione",37,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1924
"2009/2010","Università degli Studi di MILANO - BICOCCA","18 - Scienze dell'educazione e della formazione",249,"Umanistica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","46/S - Specialistiche in medicina e chirurgia",4,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-13 - Scienze biologiche",297,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-14 - Scienze dei servizi giuridici",106,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-15 - Scienze del turismo",156,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-16 - Scienze dell'amministrazione e dell'organizzazione",78,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-18 - Scienze dell'economia e della gestione aziendale",1249,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-19 - Scienze dell'educazione e della formazione",586,"Umanistica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-2 - Biotecnologie",275,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-20 - Scienze della comunicazione",122,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-24 - Scienze e tecniche psicologiche",452,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-27 - Scienze e tecnologie chimiche",92,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-30 - Scienze e tecnologie fisiche",201,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-31 - Scienze e tecnologie informatiche",257,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-32 - Scienze e tecnologie per l'ambiente e la natura",93,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-33 - Scienze economiche",646,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-34 - Scienze geologiche",55,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-35 - Scienze matematiche",78,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-39 - Servizio sociale",89,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-40 - Sociologia",162,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","L-41 - Statistica",92,"Scientifica","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","LM-41 - Medicina e chirurgia",78,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","LM-46 - Odontoiatria e protesi dentaria",11,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","LMG/01 - Magistrali in giurisprudenza",358,"Sociale","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",259,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","SNT/2 - Professioni sanitarie della riabilitazione",51,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MILANO - BICOCCA","SNT/3 - Professioni sanitarie tecniche",57,"Sanitaria","Milano","Milano","Lombardia","Nord","Pubblica",1998
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","18 - Scienze dell'educazione e della formazione",83,"Umanistica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","DS/1 - Scienze della difesa e della sicurezza",77,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-12 - Mediazione linguistica",186,"Umanistica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-13 - Scienze biologiche",134,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-14 - Scienze dei servizi giuridici",80,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-18 - Scienze dell'economia e della gestione aziendale",588,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-19 - Scienze dell'educazione e della formazione",209,"Umanistica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-2 - Biotecnologie",216,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-20 - Scienze della comunicazione",192,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-25 - Scienze e tecnologie agrarie e forestali",31,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-26 - Scienze e tecnologie alimentari",35,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-27 - Scienze e tecnologie chimiche",41,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-29 - Scienze e tecnologie farmaceutiche",31,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-30 - Scienze e tecnologie fisiche",31,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-31 - Scienze e tecnologie informatiche",44,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-32 - Scienze e tecnologie per l'ambiente e la natura",21,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-33 - Scienze economiche",168,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-34 - Scienze geologiche",19,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-35 - Scienze matematiche",34,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-42 - Storia",39,"Umanistica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-43 - Diagnostica per la conservazione dei beni culturali",17,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-5 - Filosofia",38,"Umanistica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-7 - Ingegneria civile e ambientale",179,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-8 - Ingegneria dell'informazione",203,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","L-9 - Ingegneria industriale",341,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","LM-13 - Farmacia e farmacia industriale",247,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","LM-41 - Medicina e chirurgia",97,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","LM-46 - Odontoiatria e protesi dentaria",6,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","LMG/01 - Magistrali in giurisprudenza",301,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",227,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","SNT/2 - Professioni sanitarie della riabilitazione",24,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di MODENA e REGGIO EMILIA","SNT/3 - Professioni sanitarie tecniche",37,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2009/2010","Università degli Studi di NAPOLI Federico II","10 - Ingegneria industriale",8,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","19 - Scienze dell'amministrazione",3,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","DS/1 - Scienze della difesa e della sicurezza",37,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-1 - Beni culturali",264,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-10 - Lettere",478,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-11 - Lingue e culture moderne",212,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-13 - Scienze biologiche",1976,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-15 - Scienze del turismo",309,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-16 - Scienze dell'amministrazione e dell'organizzazione",145,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-17 - Scienze dell'architettura",112,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-18 - Scienze dell'economia e della gestione aziendale",1016,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-2 - Biotecnologie",331,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-21 - Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",34,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-23 - Scienze e tecniche dell'edilizia",389,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-24 - Scienze e tecniche psicologiche",159,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-25 - Scienze e tecnologie agrarie e forestali",160,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-26 - Scienze e tecnologie alimentari",248,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-27 - Scienze e tecnologie chimiche",138,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-29 - Scienze e tecnologie farmaceutiche",152,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-30 - Scienze e tecnologie fisiche",142,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-31 - Scienze e tecnologie informatiche",186,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-32 - Scienze e tecnologie per l'ambiente e la natura",38,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-33 - Scienze economiche",506,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-34 - Scienze geologiche",50,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-35 - Scienze matematiche",101,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-36 - Scienze politiche e delle relazioni internazionali",186,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-38 - Scienze zootecniche e tecnologie delle produzioni animali",94,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-39 - Servizio sociale",145,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-40 - Sociologia",529,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-41 - Statistica",13,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-42 - Storia",60,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-5 - Filosofia",137,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-7 - Ingegneria civile e ambientale",345,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-8 - Ingegneria dell'informazione",745,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","L-9 - Ingegneria industriale",1389,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","LM-13 - Farmacia e farmacia industriale",400,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","LM-4 C.U. - Architettura e ingegneria edile-architettura (quinquennale)",215,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","LM-41 - Medicina e chirurgia",206,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","LM-42 - Medicina veterinaria",36,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","LM-46 - Odontoiatria e protesi dentaria",5,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","LMG/01 - Magistrali in giurisprudenza",2474,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",199,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","SNT/2 - Professioni sanitarie della riabilitazione",70,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","SNT/3 - Professioni sanitarie tecniche",71,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI Federico II","SNT/4 - Professioni sanitarie della prevenzione",13,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2009/2010","Università degli Studi di NAPOLI L'Orientale","L-1 - Beni culturali",25,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2009/2010","Università degli Studi di NAPOLI L'Orientale","L-10 - Lettere",184,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2009/2010","Università degli Studi di NAPOLI L'Orientale","L-11 - Lingue e culture moderne",803,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2009/2010","Università degli Studi di NAPOLI L'Orientale","L-12 - Mediazione linguistica",289,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2009/2010","Università degli Studi di NAPOLI L'Orientale","L-36 - Scienze politiche e delle relazioni internazionali",245,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2009/2010","Università degli Studi di NAPOLI Parthenope","19 - Scienze dell'amministrazione",125,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","27 - Scienze e tecnologie per l'ambiente e la natura",26,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","33 - Scienze delle attivita motorie e sportive",443,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","8 - Ingegneria civile e ambientale",5,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-13 - Scienze biologiche",63,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-18 - Scienze dell'economia e della gestione aziendale",1100,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-28 - Scienze e tecnologie della navigazione",87,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-31 - Scienze e tecnologie informatiche",142,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-33 - Scienze economiche",311,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-41 - Statistica",19,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-7 - Ingegneria civile e ambientale",71,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-8 - Ingegneria dell'informazione",58,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","L-9 - Ingegneria industriale",37,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di NAPOLI Parthenope","LMG/01 - Magistrali in giurisprudenza",337,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2009/2010","Università degli Studi di PADOVA","18 - Scienze dell'educazione e della formazione",71,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-1 - Beni culturali",164,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-10 - Lettere",200,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-11 - Lingue e culture moderne",203,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-12 - Mediazione linguistica",283,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-13 - Scienze biologiche",209,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-14 - Scienze dei servizi giuridici",304,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-15 - Scienze del turismo",137,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-18 - Scienze dell'economia e della gestione aziendale",205,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-19 - Scienze dell'educazione e della formazione",474,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-2 - Biotecnologie",150,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-20 - Scienze della comunicazione",120,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-21 - Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",87,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-22 - Scienze delle attività motorie e sportive",83,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-24 - Scienze e tecniche psicologiche",751,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-25 - Scienze e tecnologie agrarie e forestali",213,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-26 - Scienze e tecnologie alimentari",124,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-27 - Scienze e tecnologie chimiche",168,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
